id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
21994,I,0.875,0.65,0.225,5.10291,2.551455,1.2190285,1.8427175,6
21995,I,0.9,0.6875,0.2375,5.6415505,2.0695135,1.3891255,2.33883375,6
21996,I,1.0,0.75,0.2625,8.00873375,3.21766825,1.68679525,2.4664065,7
21997,M,1.4,1.2,0.3875,25.86891875,10.19164525,5.17378375,9.4970825,11
21998,F,1.45,1.1375,0.4,30.1922175,11.0846545,7.3992195,8.0796075,13
21999,I,1.35,1.0875,0.375,20.9502805,8.958442,4.60679375,6.0951425,10
22000,M,1.3125,1.025,0.3375,18.597272,8.561549,5.74077375,5.9250455,11
22001,F,0.5875,0.4,0.1,1.360776,0.510291,0.510291,0.4252425,5
22002,F,1.4625,1.175,0.4125,27.499015,10.9145575,5.2446575,9.922325,12
22003,I,1.125,0.875,0.2875,12.68640125,5.34388075,2.6932025,4.1106775,8
22004,M,1.3375,1.0375,0.3375,20.3265915,8.674947,5.11708475,5.8116475,10
22005,I,0.9875,0.7625,0.2625,9.1001895,4.32329875,1.74349425,2.6932025,6
22006,F,1.4625,1.125,0.4125,27.8675585,12.1052365,6.1518415,7.5126175,10
22007,I,0.8125,0.6125,0.175,4.03980375,1.6726205,0.7654365,1.13398,4
22008,F,1.6,1.2125,0.4,29.5118295,12.813974,6.64795775,8.6465975,9
22009,F,1.4875,1.25,0.4125,32.16250775,13.097469,5.93922025,8.6465975,12
22010,I,0.9125,0.675,0.2375,6.42116175,2.84912475,0.963883,2.1262125,8
22011,I,0.9375,0.7,0.2375,7.55514175,3.2601925,1.48834875,2.14038725,7
22012,I,0.7125,0.525,0.2,3.64291075,1.13398,0.58116475,0.793786,5
22013,M,1.5,1.1625,0.45,33.8209535,14.58581775,8.9300925,8.66077225,9
22014,F,1.625,1.3125,0.45,42.66542525,20.2698925,10.602713,10.77281,9
22015,I,1.25,0.95,0.35,18.71067,7.75358825,3.9972795,6.27941425,9
22016,F,1.775,1.4125,0.625,61.6034635,28.73221825,13.93377925,22.11261,10
22017,M,1.2,0.975,0.3125,16.17338975,6.25106475,2.721552,4.819415,12
22018,F,1.6125,1.25,0.4625,48.931237,19.561155,9.99319875,9.76640275,8
22019,I,0.7125,0.5125,0.175,3.30271675,1.45999925,0.5386405,0.850485,5
22020,I,0.7,0.5375,0.1875,3.61456125,1.31825175,0.510291,1.00640725,6
22021,F,1.7375,1.4,0.5,47.35783975,21.67319275,10.21999475,14.2030995,10
22022,F,1.6125,1.275,0.4375,37.37881575,14.04717725,8.561549,12.40290625,14
22023,I,1.05,0.7625,0.2875,9.73805325,4.422522,2.4097075,2.90582375,7
22024,M,1.425,1.1375,0.4375,30.94347925,11.7650425,6.25106475,8.9300925,13
22025,M,1.125,0.875,0.3125,12.417081,4.74854125,2.324659,3.96893,10
22026,M,1.5125,1.1875,0.4,30.43318825,13.87708025,7.8528115,7.7961125,13
22027,I,0.4,0.325,0.1125,0.97805775,0.35436875,0.170097,0.3118445,4
22028,F,1.675,1.35,0.4125,44.395317,18.83824275,9.79475225,11.7650425,11
22029,F,1.7375,1.375,0.4875,49.34230475,24.834162,10.39009175,10.035723,10
22030,M,1.5625,1.2125,0.4,34.3879435,15.4504775,7.484268,9.241937,10
22031,F,1.25,1.0,0.3,16.25843825,7.654365,3.8271825,5.2446575,9
22032,F,1.5625,1.2625,0.5375,38.55532,14.061352,6.73300625,13.324265,16
22033,M,1.4125,1.2125,0.4,30.0221205,11.8784405,7.58349125,8.788345,10
22034,M,1.2875,1.1,0.35,24.28134675,9.87980075,4.86193925,6.80388,8
22035,M,1.4,1.125,0.3375,27.76833525,13.380964,5.159609,7.52679225,9
22036,M,1.5625,1.175,0.3875,32.6869735,16.159215,6.33611325,8.63242275,10
22037,F,1.575,1.2375,0.4375,31.014353,14.04717725,7.0023265,9.752228,11
22038,I,0.5,0.4375,0.1375,1.6726205,0.8221355,0.26932025,0.283495,3
22039,M,1.475,1.175,0.4,26.2799865,11.15552825,6.747181,7.10154975,17
22040,I,1.225,0.925,0.3375,16.68368075,5.40057975,3.86970675,6.80388,10
22041,M,1.05,0.8,0.3,11.5382465,4.6776675,2.891649,2.70737725,13
22042,I,0.7875,0.575,0.1875,3.64291075,1.417475,0.80796075,1.13398,7
22043,I,0.925,0.6875,0.2125,6.08096775,2.721552,1.2757275,1.984465,7
22044,F,1.7875,1.4625,0.575,58.75433875,24.53649225,13.39513875,16.0174675,11
22045,F,1.5875,1.3,0.4375,36.457457,16.25843825,8.9300925,10.3475675,10
22046,I,1.5,1.1875,0.375,32.72949775,16.51358375,6.64795775,6.80388,11
22047,I,1.2,0.9875,0.3375,14.004653,7.10154975,3.515338,4.3941725,8
22048,I,0.9125,0.675,0.225,6.7188315,3.061746,1.11980525,1.984465,8
22049,I,0.8625,0.6375,0.225,5.613201,2.721552,1.28990225,1.71514475,8
22050,M,1.3125,1.0,0.3,15.3937785,6.293589,3.231843,4.819415,9
22051,F,1.4875,1.175,0.4,34.6147395,14.911837,7.44174375,10.0640725,12
22052,F,1.7,1.375,0.525,49.45570275,16.93882625,8.6465975,17.7184375,11
22053,I,1.1875,0.8875,0.2875,13.39513875,5.85417175,3.175144,3.742134,8
22054,I,1.1,0.875,0.275,11.5382465,5.839997,2.62232875,3.685435,7
22055,F,1.3875,1.0375,0.375,20.79435825,8.32057825,4.6209685,6.19436575,8
22056,M,0.7375,0.5375,0.1875,3.288542,1.0489315,0.83631025,1.13398,6
22057,M,1.0875,0.8125,0.2875,10.64523725,4.309124,2.0128145,3.01922175,10
22058,M,1.475,1.25,0.4125,31.638042,13.2392165,7.257472,9.922325,15
22059,F,1.5,1.1875,0.4,34.9549335,12.94154675,7.66853975,11.1980525,18
22060,M,1.475,1.15,0.425,31.808139,11.69416875,5.96756975,10.489315,15
22061,M,1.5,1.1625,0.4,31.808139,14.5999925,6.90310325,10.0640725,8
22062,M,1.3,1.0125,0.3375,21.035329,7.10154975,4.23825025,6.9456275,23
22063,F,1.4875,1.225,0.45,33.09494925,13.42348825,8.20718025,10.77281,9
22064,I,1.4,1.125,0.3125,20.11397025,8.5898985,4.5075705,6.6621325,9
22065,M,1.525,1.1875,0.4,31.127751,12.79979925,6.93145275,8.9300925,14
22066,F,1.1125,0.85,0.3,12.54465375,5.443104,2.70737725,3.8271825,13
22067,F,1.4,1.125,0.375,27.71163625,12.06271225,4.63514325,7.5126175,10
22068,M,1.65,1.275,0.4375,40.9083285,18.2287285,7.41339425,10.3475675,10
22069,M,1.425,1.125,0.4,25.84056925,10.8011595,5.20213325,7.7961125,11
22070,F,1.475,1.15,0.375,30.43318825,11.793392,6.30776375,7.7961125,8
22071,F,1.6125,1.25,0.45,33.86347775,14.84096325,9.22776225,9.0434905,10
22072,M,1.375,1.0875,0.3625,27.62658775,12.62970225,6.4920355,8.6465975,11
22073,F,1.5875,1.2375,0.425,36.55668025,16.6411565,8.278054,10.3475675,11
22074,M,1.55,1.2125,0.3625,31.14192575,15.35125425,6.22271525,8.9300925,8
22075,I,1.3,1.0,0.3,17.02387475,6.7755305,4.025629,5.2446575,8
22076,M,1.35,1.025,0.4125,21.78659075,8.83086925,6.16601625,6.9456275,11
22077,M,1.15,0.875,0.3375,11.2547515,4.9611625,2.4097075,3.40194,9
22078,M,1.5875,1.3125,0.3875,35.6920205,18.15785475,5.62737575,10.1207715,11
22079,M,1.4,1.1125,0.45,30.674159,12.8423235,5.54232725,9.922325,14
22080,M,1.4375,1.175,0.4,28.16522825,12.3320325,6.76135575,7.7961125,9
22081,I,1.0375,0.7625,0.2875,10.27669375,4.52174525,2.324659,3.40194,12
22082,F,1.1875,0.9125,0.3125,13.48018725,5.273007,3.345241,4.3941725,11
22083,F,1.55,1.225,0.4125,33.055517,16.40018575,6.747181,9.63883,10
22084,F,1.3125,1.05,0.4,22.2543575,8.674947,4.5642695,7.93786,19
22085,M,1.75,1.35,0.475,43.0628905,18.9091165,9.128539,11.90679,20
22086,F,1.6625,1.375,0.5125,51.2275465,23.1048425,11.12717875,12.8990225,11
22087,M,1.3,1.025,0.3625,18.6256215,7.27164675,4.422522,6.6621325,9
22088,I,0.725,0.5125,0.15,2.721552,1.020582,0.52446575,0.850485,6
22089,I,0.9625,0.725,0.225,7.81028725,3.69960975,2.05533875,2.05533875,9
22090,F,1.525,1.1875,0.4125,27.93843225,9.8372765,6.7755305,9.07184,7
22091,M,1.6375,1.3125,0.4,39.19318375,20.0430965,8.32057825,9.355335,10
22092,F,1.625,1.25,0.425,33.40988575,15.1669825,6.59125875,8.6465975,15
22093,M,1.5375,1.1875,0.3875,30.43318825,12.79979925,5.79747275,7.5126175,9
22094,F,1.25,0.9375,0.3125,16.91047675,6.747181,3.58621175,4.40834725,9
22095,M,1.4125,1.1125,0.3125,23.54425975,8.88756825,5.06038575,6.520385,13
22096,I,1.2,0.925,0.3125,15.74814725,6.73300625,3.118445,3.8271825,8
22097,M,1.5625,1.2125,0.4375,34.8415355,9.31281075,8.221355,11.7650425,17
22098,I,1.35,1.0,0.325,16.23008875,5.74077375,3.515338,5.2446575,8
22099,M,1.5625,1.2,0.3625,32.33260475,11.07047975,7.654365,9.922325,13
22100,F,1.35,1.075,0.3625,26.3933845,15.37960375,3.89805625,5.329706,10
22101,F,1.4375,1.05,0.3625,22.89222125,9.82310175,4.5075705,6.70465675,10
22102,I,0.875,0.65,0.2125,5.8116475,2.19708625,1.0489315,1.8427175,5
22103,M,1.4,1.1125,0.35,23.45921125,9.015141,5.1312595,5.953395,10
22104,F,1.3375,1.0125,0.375,24.777463,9.42620875,5.443104,9.355335,19
22105,M,1.125,0.9,0.3,13.551061,5.4147545,3.6003865,3.8838815,8
22106,F,1.0875,0.8375,0.25,10.8578585,4.32329875,2.4097075,3.118445,8
22107,F,1.5625,1.2125,0.475,38.82464025,17.973583,9.015141,9.4970825,6
22108,F,1.4,1.0875,0.4125,25.684647,9.695529,5.5848515,9.922325,9
22109,M,1.325,1.025,0.3125,19.901349,8.83086925,3.7137845,5.953395,16
22110,I,0.7,0.525,0.1375,2.62232875,0.75126175,0.60951425,0.850485,6
22111,M,1.4,1.1,0.375,24.834162,11.0846545,5.57067675,7.087375,8
22112,M,1.2625,0.95,0.3125,18.71067,8.83086925,4.819415,4.819415,8
22113,M,1.4375,1.125,0.3875,26.2232875,11.1413535,6.27941425,7.7961125,10
22114,F,1.3,1.0125,0.3125,16.40018575,6.76135575,3.50116325,5.216308,9
22115,M,1.525,1.2,0.375,30.1922175,15.06775925,5.6415505,8.221355,10
22116,F,1.5625,1.2375,0.4,34.68561325,12.927372,8.40562675,9.07184,11
22117,F,1.6,1.2,0.4875,32.41765325,13.93377925,8.6465975,10.0073735,11
22118,I,1.375,1.0625,0.3625,25.231055,10.432616,4.8477645,7.7961125,9
22119,I,0.9,0.675,0.2125,5.14543425,2.22543575,1.17650425,1.5592225,6
22120,M,1.375,1.0375,0.35,21.72989175,8.391452,4.86193925,5.726599,11
22121,I,1.375,1.0625,0.375,20.22736825,9.128539,5.71242425,5.06038575,9
22122,I,1.2375,0.9625,0.325,18.24290325,8.77417025,4.72019175,5.2446575,8
22123,I,1.3125,0.9875,0.3125,15.195332,6.90310325,3.231843,4.252425,8
22124,M,0.875,0.6625,0.2125,5.8116475,2.11203775,1.40330025,1.5592225,6
22125,I,1.425,1.125,0.4375,30.71668325,14.92601175,5.82582225,8.0796075,10
22126,M,1.4625,1.1375,0.3375,29.5118295,12.870673,4.40834725,7.767763,8
22127,M,1.375,1.125,0.3375,25.8263945,10.6310625,5.3013565,7.10154975,10
22128,I,1.4,1.05,0.3625,20.638436,9.48290775,4.479221,6.6621325,10
22129,M,1.45,1.15,0.4375,31.3261975,13.79203175,7.0023265,8.334753,10
22130,M,1.6125,1.1875,0.425,32.0065855,13.59358525,8.561549,8.50485,9
22131,M,1.8,1.4125,0.475,63.37530725,31.39707125,14.7133905,14.17475,14
22132,I,1.4,1.075,0.325,20.638436,8.561549,4.46504625,6.23689,10
22133,M,1.525,1.1125,0.375,29.1149365,11.66581925,6.93145275,8.448151,16
22134,F,1.375,1.025,0.375,22.8213475,10.5176645,5.556502,7.7961125,16
22135,M,1.6,1.1875,0.3875,30.1922175,13.79203175,7.994559,8.0796075,9
22136,I,1.1875,0.8875,0.3,13.90542975,5.76912325,3.685435,3.8271825,8
22137,I,1.2125,0.8875,0.25,14.33067225,6.0384435,2.5231055,3.96893,11
22138,I,0.925,0.6875,0.225,7.9662095,3.75630875,1.74349425,2.551455,7
22139,F,1.4125,1.075,0.3625,23.79940525,12.51630425,4.06815325,6.23689,9
22140,F,1.375,1.1125,0.375,28.689694,13.42348825,5.06038575,8.0796075,8
22141,M,1.375,1.0875,0.375,24.84833675,12.8990225,5.40057975,6.80388,10
22142,I,1.3,1.0625,0.3625,23.700182,11.15552825,5.40057975,4.9611625,8
22143,M,1.225,0.9375,0.3375,15.09610875,5.71242425,3.5436875,5.2446575,10
22144,I,1.2,0.875,0.2625,14.8834875,6.19436575,2.82077525,4.3941725,7
22145,I,0.6875,0.4875,0.175,2.097863,0.89300925,0.66621325,0.69456275,4
22146,F,0.825,0.65,0.2,5.6699,2.26796,1.57339725,1.5592225,6
22147,M,1.25,0.9625,0.3375,18.21455375,9.05766525,3.6570855,4.35164825,8
22148,F,1.4125,1.1,0.4,27.499015,11.43902325,6.010094,7.7961125,10
22149,F,1.6125,1.2625,0.375,34.74231225,14.18892475,8.2497045,9.355335,10
22150,M,1.5,1.125,0.4,27.03124825,13.4093135,6.78970525,6.520385,9
22151,F,1.5625,1.225,0.5,35.50774875,16.03164225,7.18659825,10.20582,11
22152,M,1.6125,1.275,0.4625,42.7646485,20.73765925,8.15048125,12.09106175,13
22153,M,1.45,1.175,0.375,26.63435525,9.525432,6.93145275,7.7961125,11
22154,F,0.9875,0.75,0.225,8.674947,3.4302895,2.08368825,2.551455,12
22155,M,0.925,0.6875,0.225,5.85417175,2.05533875,1.2190285,1.984465,12
22156,F,1.2125,0.9375,0.3,18.46969925,7.66853975,3.98310475,5.2446575,9
22157,I,0.975,0.75,0.225,8.15048125,3.2601925,1.814368,2.4097075,7
22158,I,1.0875,0.8375,0.2875,11.396499,4.5075705,2.45223175,3.2601925,7
22159,F,1.2375,0.95,0.35,16.782904,6.860579,4.46504625,6.23689,15
22160,I,1.3625,1.025,0.3,17.95940825,8.88756825,3.7137845,5.8116475,9
22161,I,1.125,0.85,0.3125,11.12717875,5.17378375,2.50893075,3.2601925,8
22162,I,0.925,0.7,0.225,5.613201,2.26796,1.11980525,1.644271,6
22163,M,1.6375,1.475,0.4875,45.92619,18.086981,9.53960675,16.0174675,11
22164,M,0.6875,0.5125,0.25,3.30271675,1.54504775,0.80796075,0.850485,6
22165,I,1.1,0.775,0.275,11.8217415,4.479221,2.90582375,3.96893,10
22166,M,1.5,1.2,0.425,31.75144,14.92601175,6.690482,8.9300925,10
22167,M,1.625,1.25,0.45,44.69298675,20.19901875,11.07047975,10.50348975,12
22168,M,1.575,1.2625,0.4375,33.89182725,13.947954,7.0023265,10.489315,10
22169,I,1.3125,1.0,0.325,17.95940825,7.04485075,3.6003865,5.2446575,8
22170,F,1.3,1.025,0.375,22.4244545,9.695529,4.77689075,6.80388,9
22171,F,1.35,1.075,0.325,18.597272,7.86698625,4.3941725,5.953395,9
22172,I,1.0875,0.8625,0.275,14.04717725,5.76912325,2.7499015,3.3168915,7
22173,F,1.425,1.1125,0.4,23.5584345,8.66077225,5.556502,7.5126175,9
22174,M,1.3,1.0,0.3375,16.76872925,8.164656,3.72795925,4.762716,9
22175,F,1.5625,1.2125,0.375,31.0994015,15.0535845,7.3992195,8.391452,9
22176,I,1.25,0.95,0.325,15.94659375,6.73300625,4.40834725,4.35164825,8
22177,F,1.3375,1.0375,0.425,24.9192105,8.3631025,5.57067675,7.087375,10
22178,F,1.4875,1.1625,0.4,22.55202725,9.70970375,5.0745605,6.87475375,10
22179,F,1.225,0.95,0.3125,14.004653,5.1312595,3.3735905,4.3941725,9
22180,I,0.925,0.7,0.25,6.53455975,2.45223175,1.6159215,2.25378525,6
22181,I,0.575,0.45,0.15,1.8994165,0.7654365,0.49611625,0.60951425,5
22182,I,0.9625,0.725,0.25,8.17883075,3.35941575,1.7860185,2.5231055,6
22183,M,1.55,1.275,0.4375,31.90736225,14.13222575,6.4353365,8.9300925,11
22184,I,1.15,0.9,0.2875,13.36678925,5.76912325,2.65067825,3.118445,8
22185,M,1.5375,1.1875,0.4,31.1561005,13.380964,6.10931725,8.9300925,11
22186,M,1.325,1.05,0.3375,20.0997955,8.17883075,4.989512,6.23689,9
22187,I,1.375,1.0875,0.35,24.90503575,9.87980075,5.48562825,7.93786,10
22188,F,1.425,1.1375,0.425,32.33260475,15.2803805,6.76135575,7.93786,10
22189,F,1.2875,1.0,0.375,22.3933845,10.02154825,5.06038575,4.89028875,8
22190,M,1.325,1.05,0.375,21.9708625,8.32057825,5.48562825,5.48562825,8
22191,M,1.5,1.1875,0.375,28.56212125,13.19669225,6.2652395,7.93786,11
22192,M,1.5125,1.2125,0.4125,30.43318825,12.37455675,7.75358825,9.22776225,12
22193,I,0.975,0.75,0.2125,7.087375,3.35941575,1.6159215,2.26796,7
22194,M,1.5375,1.1875,0.4375,36.78347625,17.19397175,7.58349125,11.3398,17
22195,I,0.925,0.6875,0.2375,6.30776375,3.005047,1.23320325,1.984465,7
22196,M,1.5125,1.225,0.4125,31.127751,13.50853675,6.577084,9.7238785,10
22197,M,1.575,1.2125,0.4125,34.1611475,16.612807,6.577084,9.7805775,11
22198,F,1.5625,1.2125,0.4,32.205032,16.0174675,7.1724235,8.9300925,9
22199,I,1.3125,1.0,0.325,18.29960225,9.2135875,3.52951275,4.819415,9
22200,I,1.1625,0.875,0.2625,12.37455675,5.91087075,2.76407625,4.1106775,9
22201,M,1.3125,0.9875,0.325,18.27125275,9.07184,2.96252275,6.23689,8
22202,I,1.05,0.775,0.225,7.1157245,2.7499015,1.0489315,2.26796,7
22203,F,1.45,1.1,0.4,27.1871705,12.23280925,6.2652395,7.0590255,9
22204,F,1.5125,1.1875,0.4,27.499015,13.097469,6.13766675,7.7961125,9
22205,I,1.3625,1.1,0.35,23.79940525,10.092422,5.40057975,6.76135575,9
22206,I,1.275,1.0125,0.325,22.1409595,11.07047975,5.68407475,6.0951425,9
22207,M,1.45,1.125,0.3875,25.7129965,11.69416875,6.81805475,6.9456275,10
22208,M,1.4125,1.125,0.3625,26.12406425,12.417081,4.63514325,7.5126175,9
22209,I,1.1125,0.8625,0.2625,14.8834875,7.087375,2.9199985,3.685435,8
22210,M,1.4125,1.125,0.3625,25.7129965,9.752228,6.010094,7.2291225,11
22211,M,1.475,1.175,0.4,28.64716975,13.834556,6.22271525,8.1363065,10
22212,I,1.3,1.0,0.3375,15.49300175,6.633783,3.572037,5.2446575,8
22213,M,1.625,1.2375,0.425,36.173962,16.329312,5.76912325,10.20582,14
22214,M,1.375,1.0875,0.375,24.79163775,12.74310025,5.896696,5.5281525,9
22215,I,1.25,0.975,0.3375,15.762322,7.04485075,2.84912475,4.7910655,8
22216,M,1.4875,1.2625,0.4625,38.5836695,11.623295,7.98038425,13.87708025,13
22217,I,0.5875,0.4375,0.1375,1.82854275,0.7654365,0.35436875,0.56699,5
22218,M,1.2,1.0,0.3,16.8679525,7.3992195,3.2601925,4.6776675,10
22219,M,1.2625,1.0,0.3875,17.2648455,7.35669525,4.06815325,5.0178615,10
22220,F,1.4,1.0625,0.4125,25.51455,12.68640125,5.57067675,6.6621325,10
22221,M,1.625,1.2,0.4125,38.79629075,14.38737125,8.391452,11.3398,10
22222,I,0.675,0.5,0.1625,2.0695135,1.0489315,0.56699,0.850485,7
22223,I,1.05,0.825,0.25,10.19164525,4.66349275,1.77184375,2.28213475,8
22224,M,1.375,1.0375,0.35,24.79163775,8.63242275,5.556502,7.2291225,11
22225,I,1.175,0.9375,0.3125,13.437663,5.6415505,2.96252275,4.3941725,8
22226,M,1.45,1.05,0.3625,23.65765775,11.43902325,5.783298,6.23689,12
22227,F,1.4375,1.075,0.3875,22.92057075,8.94426725,5.273007,6.5487345,9
22228,M,1.5625,1.2125,0.4125,31.70891575,14.58581775,7.427569,9.355335,10
22229,I,1.1,0.85,0.275,11.89261525,4.8477645,2.14038725,3.685435,9
22230,M,1.6625,1.3375,0.475,47.9390045,19.6462035,10.39009175,14.17475,13
22231,F,1.475,1.125,0.4,25.51455,10.149121,4.422522,7.2291225,12
22232,M,1.1875,0.9375,0.3125,14.118051,6.7188315,3.30271675,4.1106775,9
22233,I,1.025,0.7625,0.2375,7.44174375,2.83495,1.45999925,2.551455,8
22234,M,1.1875,0.8875,0.3125,16.40018575,7.27164675,4.252425,3.96893,8
22235,I,1.25,0.9625,0.3,16.68368075,7.654365,3.07592075,4.35164825,9
22236,F,1.6875,1.3,0.425,41.91473575,17.19397175,9.4970825,12.0485375,10
22237,I,0.95,0.675,0.2125,6.39281225,2.45223175,1.190679,1.984465,7
22238,F,1.55,1.2125,0.4625,34.699788,12.47378,7.35669525,9.2135875,14
22239,I,0.8625,0.625,0.2,5.6982495,2.16873675,1.14815475,1.984465,7
22240,I,0.7375,0.55,0.175,3.92640575,1.644271,0.92135875,1.417475,6
22241,I,0.6875,0.5375,0.175,3.40194,1.65844575,0.5953395,1.13398,7
22242,I,1.2625,0.975,0.3,15.83319575,6.293589,3.52951275,4.6776675,9
22243,F,1.6125,1.2125,0.4625,40.24211525,19.09338825,8.63242275,9.355335,11
22244,M,1.45,1.15,0.4,23.51591025,9.53960675,5.68407475,7.04485075,10
22245,F,1.5375,1.2375,0.4,31.62386725,13.60776,7.41339425,8.9300925,12
22246,I,1.3625,1.075,0.275,24.9192105,11.3398,5.8116475,6.6621325,8
22247,I,0.6875,0.5,0.2,3.86970675,1.5025235,0.80796075,1.13398,5
22248,I,0.9875,0.7375,0.2375,9.36950975,3.98310475,1.99863975,2.83495,6
22249,M,1.5375,1.1875,0.425,32.21920675,16.62698175,5.2446575,8.6465975,10
22250,I,1.2375,0.8875,0.3125,13.36678925,5.88252125,2.5798045,4.252425,7
22251,F,1.4,1.125,0.4,31.18445,15.5071765,7.07320025,7.654365,9
22252,I,1.25,0.9625,0.2875,19.23513575,8.34892775,3.912231,5.5281525,9
22253,I,1.525,1.2125,0.4125,30.71668325,14.21727425,6.0951425,8.9300925,11
22254,I,0.5875,0.4375,0.1375,1.99863975,0.793786,0.52446575,0.56699,5
22255,I,0.9125,0.6875,0.225,6.81805475,2.948348,1.70097,1.984465,7
22256,M,1.825,1.4375,0.5125,70.66112875,32.47435225,12.54465375,14.84096325,11
22257,F,1.575,1.2375,0.475,37.37881575,14.04717725,8.15048125,13.1825175,15
22258,M,1.7125,1.275,0.525,43.4597835,18.5122235,9.39785925,15.4504775,12
22259,I,0.7375,0.525,0.15,2.36718325,1.1056305,0.623689,0.8788345,5
22260,I,0.9125,0.675,0.2125,6.30776375,2.6932025,0.97805775,1.8994165,6
22261,M,1.375,1.075,0.3625,22.92057075,10.70193625,4.97533725,6.23689,10
22262,I,1.25,0.9625,0.325,18.937466,8.63242275,3.685435,5.5281525,9
22263,M,1.675,1.3125,0.475,42.2124055,13.9196045,8.8166945,11.3398,19
22264,M,1.7125,1.35,0.4875,43.1762885,19.6462035,9.28446125,14.3164975,14
22265,F,1.5875,1.25,0.4875,36.61337925,16.82542825,8.57572375,9.922325,10
22266,F,1.5375,1.1875,0.35,31.28367325,15.46465225,6.59125875,7.49844275,9
22267,M,1.475,1.1625,0.375,27.9667818,12.3887315,6.22271525,7.93786,10
22268,M,1.675,1.3625,0.4375,43.81415225,18.9091165,9.7805775,12.6155275,16
22269,M,1.4,1.075,0.375,25.01843375,9.82310175,4.876114,7.37087,11
22270,M,1.525,1.2125,0.4375,28.76056775,12.7856245,5.79747275,8.50485,11
22271,F,1.45,1.1125,0.4125,26.63435525,12.74310025,5.1879585,7.6260155,8
22272,F,1.525,1.2125,0.425,31.02852775,10.5743635,6.3219385,9.4970825,16
22273,I,1.1,0.8625,0.25,12.68640125,4.86193925,2.16873675,3.40194,7
22274,I,1.0,0.8125,0.25,8.97261675,3.69960975,1.97029025,2.551455,7
22275,M,1.2875,0.95,0.3375,18.86659225,8.7032965,4.309124,4.9611625,9
22276,F,1.5625,1.2125,0.475,38.9805625,14.38737125,6.917278,14.8834875,17
22277,M,1.55,1.2125,0.4125,32.6302745,16.82542825,6.56290925,8.3064035,9
22278,M,1.6,1.1875,0.425,35.3518265,13.60776,8.29222875,10.70193625,18
22279,I,0.875,0.65,0.225,5.59902625,2.664853,1.28990225,1.984465,6
22280,M,1.5875,1.1875,0.425,28.7180435,13.08329425,6.25106475,8.50485,10
22281,M,1.6,1.35,0.45,39.7743485,19.03668925,8.29222875,11.3398,11
22282,F,1.4375,1.1125,0.3875,25.51455,11.4815475,4.63514325,7.7961125,9
22283,M,1.625,1.2375,0.475,41.39027,17.463292,8.448151,11.1980525,15
22284,I,1.35,1.0625,0.375,23.20406575,11.15552825,4.12485225,6.3219385,9
22285,I,1.4,1.1,0.35,26.01066625,11.736693,5.48562825,7.37087,8
22286,I,0.775,0.55,0.1625,3.24601775,1.28990225,0.75126175,0.9922325,6
22287,F,1.1625,0.8875,0.2625,13.93377925,5.37223025,2.76407625,4.3941725,10
22288,M,1.3,0.9625,0.325,16.40018575,8.4198015,3.95475525,4.53592,8
22289,M,1.3125,1.0125,0.375,19.06503875,8.50485,4.09650275,6.520385,9
22290,M,1.5,1.1875,0.4375,30.83008125,11.4248485,7.52679225,9.2135875,14
22291,F,1.7,1.3125,0.475,46.67745175,21.36134825,10.9712565,13.04077,11
22292,M,1.4875,1.15,0.3875,29.72445075,13.8062065,7.7394135,7.7961125,11
22293,F,1.4875,1.15,0.375,29.24250925,12.246984,5.74077375,9.5537815,9
22294,M,1.7,1.3125,0.475,42.013959,17.690088,9.56795625,11.1980525,12
22295,I,1.1875,0.9125,0.25,12.54465375,5.499803,2.70737725,3.8271825,8
22296,M,1.8,1.325,0.4375,43.33997825,20.2131935,10.16329575,10.489315,11
22297,I,0.9125,0.675,0.2375,6.30776375,2.6365035,1.43164975,1.644271,6
22298,M,1.5625,1.225,0.45,33.8209535,12.9557215,6.95980225,10.61688775,11
22299,M,1.45,1.125,0.4,26.1098895,11.35397475,5.613201,8.50485,17
22300,M,1.3375,1.125,0.4,25.0326085,9.62465525,5.76912325,7.37087,10
22301,M,1.375,1.025,0.35,21.55979475,7.824462,4.63514325,5.2446575,10
22302,I,0.9125,0.6875,0.2,6.59125875,2.664853,1.190679,1.8427175,6
22303,I,1.5,1.1875,0.4375,25.58542375,10.87203325,5.34388075,9.2135875,11
22304,F,1.425,1.15,0.4,24.6357155,11.26892625,5.9250455,7.484268,11
22305,M,1.55,1.2125,0.4375,41.82968725,16.6978555,8.51902475,11.90679,10
22306,M,1.2875,1.0,0.3125,18.4555245,8.391452,4.819415,5.2446575,8
22307,M,1.525,1.125,0.325,26.69105425,14.4298955,5.59902625,7.5126175,8
22308,F,1.65,1.25,0.4,39.19318375,19.901349,8.618248,9.05766525,12
22309,I,1.1875,0.9,0.3125,13.79203175,5.37223025,3.628736,4.3941725,9
22310,I,1.35,1.05,0.35,23.7285315,10.489315,5.0178615,6.6621325,9
